10percentage,12percentage,collegeGPA,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,CollegeState_Andhra Pradesh,CollegeState_Assam,CollegeState_Bihar,CollegeState_Chhattisgarh,CollegeState_Delhi,CollegeState_Goa,CollegeState_Gujarat,CollegeState_Haryana,CollegeState_Himachal Pradesh,CollegeState_Jammu and Kashmir,CollegeState_Jharkhand,CollegeState_Karnataka,CollegeState_Kerala,CollegeState_Madhya Pradesh,CollegeState_Maharashtra,CollegeState_Meghalaya,CollegeState_Orissa,CollegeState_Punjab,CollegeState_Rajasthan,CollegeState_Sikkim,CollegeState_Tamil Nadu,CollegeState_Telangana,CollegeState_Union Territory,CollegeState_Uttar Pradesh,CollegeState_Uttarakhand,CollegeState_West Bengal,Degree_B.Tech/B.E.,Degree_M.Sc. (Tech.),Degree_M.Tech./M.E.,Degree_MCA,Gender_f,Gender_m,CollegeTier_1,CollegeTier_2,Specialization_CE,Specialization_CS,Specialization_EC,Specialization_EL,Specialization_ME,Specialization_other,GraduationYear_0,GraduationYear_2007,GraduationYear_2009,GraduationYear_2010,GraduationYear_2011,GraduationYear_2012,GraduationYear_2013,GraduationYear_2014,GraduationYear_2015,GraduationYear_2016,GraduationYear_2017
75,49,60.96,500,425,295,0.144789889,395,0,284,0,0,0,0,-0.0154,1.0449,0.4711,-0.2344,-1.244,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
90.2,72.8,74,625,525,430,0.600057182,435,0,0,0,0,0,0,-0.7264,-0.1232,0.672,1.0024,0.7788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
88.8,96.5,81,365,385,425,0.229481755,345,266,0,0,0,0,0,0.6646,0.0328,-0.1988,0.64983,0.3049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
85.33,94.5,81.2,335,485,415,0.725984148,0,0,0,438,0,0,0,-0.3027,1.0449,1.547,-0.3612,0.6721,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
94.24,91,82.3,455,645,635,0.81941653,505,0,0,0,0,0,0,-0.4463,0.8784,-0.9122,-0.4879,-0.8608,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
91,83,80,580,585,720,0.744758354,525,0,438,0,0,0,0,0.5591,0.3789,1.0859,-0.3612,-0.4776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
69.85,64.6,79.6,380,485,705,0.837620726,375,0,0,0,500,0,0,-0.7335,-0.6201,-1.2196,-0.6147,-1.244,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
87.5,95,80.37,500,555,650,0.694479328,435,366,0,0,0,0,0,0.0464,-0.1232,-0.6343,-0.0846,-0.2875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
84.4,76.6,71.94,435,515,425,0.413838256,385,0,0,0,0,0,0,0.0464,-0.3183,-0.7068,0.29733,0.3444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
70,68.67,56.36,415,535,425,0.714529363,0,0,0,435,0,0,0,1.7852,1.9048,1.3977,0.2679,-0.6035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
74,63,72,490,530,370,0.04099931,405,0,223,0,0,0,0,-1.5953,0.5454,-0.7585,0.5262,-0.6692,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
81.2,62,73,375,415,475,0.488347977,405,0,0,0,0,0,0,-1.3447,-0.9033,-1.0697,0.4148,-2.4202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
63.8,69.6,81,475,460,485,0.338786347,415,292,0,0,0,0,0,0.5591,0.7119,0.9322,1.5404,1.0554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
74.3,73.4,79.7,485,585,605,0.942116551,575,0,0,0,0,0,0,-1.308,-0.4536,1.0859,-0.6147,-1.4356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
92,81,77.45,465,605,355,0.735795709,475,0,0,0,0,0,0,0.3555,0.8128,-0.9245,-0.6428,0.0284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
88.6,89.4,79.18,675,570,570,0.298769129,0,0,407,0,356,0,0,0.99,0.2124,0.3174,-1.7556,1.0554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
79.2,76.6,67.6,650,580,635,0.976292561,395,484,0,0,0,313,0,-0.4463,0.2124,0.7785,1.0333,-0.8608,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
81.6,96.4,80.36,500,520,620,0.916869961,555,0,0,0,0,0,0,0.8463,0.7119,0.4711,-1.1218,0.8637,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
86,76.6,67,475,545,570,0.622642916,495,0,407,0,0,0,0,-0.5899,-0.6201,-0.4511,-0.3612,0.6721,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
82.3,96.6,83,445,565,615,0.694479328,0,366,0,0,0,0,0,1.1283,1.1248,-0.344,-0.40777,0.8973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
79.6,67.6,71.2,625,460,575,0.793580615,495,0,0,0,0,0,0,0.7027,1.5444,0.1637,-0.7415,0.8637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
75.77,70.8,70.5,440,495,500,0.942116551,575,0,0,0,0,0,0,1.7081,1.7109,-0.2974,-1.7556,-0.0943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
66,62,71,290,400,200,0.356536488,395,0,346,0,0,0,0,0.7027,-0.1206,-0.1437,-0.4879,1.6302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
59,61,71,535,560,460,0.486747008,415,0,376,0,0,0,0,0.5591,0.3789,0.01,-0.995,0.0973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
78,79,60,425,345,305,0.229481755,215,266,0,0,0,0,0,-0.881,-1.9953,0.2366,0.4148,-2.0253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
74.3,71.25,67,325,425,475,0.783303537,275,388,0,0,0,0,0,-0.159,0.0459,0.9322,-0.3612,0.2889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
77.4,77.2,71,615,570,620,0.44619825,0,0,0,0,500,0,0,-0.7335,0.7119,-0.1437,0.7798,0.2889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
94.5,91,75.24,570,560,620,0.783303537,345,388,0,0,0,0,0,-0.159,0.5454,0.6248,-1.1218,0.8637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
71.83,65,62.72,555,455,405,0.843123727,515,0,0,0,0,0,0,-0.2628,0.0328,-1.5051,0.6498,1.1343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
66.5,64.4,74.8,555,525,615,0.968237496,605,0,0,0,0,0,0,-0.5719,1.2808,0.2366,-0.8778,0.8183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
72,65,65.3,405,485,430,0.413838256,385,0,0,0,0,0,0,0.7027,0.0459,0.1637,-0.995,1.4386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
91.1,90,76.29,475,495,445,0.930370607,565,0,0,0,0,0,0,-0.5899,0.6211,-1.6807,1.5404,-2.5853,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
70,69,76.11,565,445,625,0,465,0,0,0,0,0,0,0.1282,0.0459,0.3174,0.2727,0.2889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
87,92,78,590,545,705,0.376059587,0,300,0,0,0,0,0,0.2718,0.3789,-0.7585,-0.6147,0.0973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60.14,66,67,295,365,615,0.413838256,385,0,0,0,0,0,0,-0.1082,-0.2793,-1.7954,1.0024,-0.4455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
78.8,64.8,58.33,430,350,310,0.165633092,305,0,0,0,0,0,0,-1.3447,0.0328,-0.598,-0.0552,-0.1295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
75,73,70,505,485,445,0.538386893,245,333,0,0,0,0,0,-1.1901,0.9688,-1.0697,1.3549,0.0284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
91.52,81,76.7,465,545,485,0.377551419,375,0,0,0,0,0,0,-0.8772,-0.7866,-0.4511,0.0192,-0.4776,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
90.08,83.62,62.71,560,520,370,0.649389715,445,356,0,0,0,0,0,-0.5899,0.5454,0.6248,0.2727,0.8637,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
90.6,74.4,73,640,565,715,0.903940782,395,0,0,500,0,0,0,0.1282,0.2124,-1.2196,-0.995,-0.2859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
81.7,77.4,60,535,435,390,0.486747008,475,0,376,0,0,0,0,0.4155,-0.1206,1.7007,-1.7556,0.2889,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
80,91.7,69.3,605,545,525,0.943272158,275,452,0,0,0,0,0,-0.3027,0.0459,0.7785,-1.2486,0.6721,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
76,79,73,580,580,840,0.735795709,475,0,0,0,0,0,0,-0.2628,1.1248,0.3817,0.5323,0.4234,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
67,65,62,430,545,535,0,435,0,0,0,0,0,0,-0.3027,0.5454,0.4711,-0.995,-0.4776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
86,74.44,73.38,520,575,650,0.486747008,695,0,376,0,0,0,0,0.5591,-0.4536,-0.6048,-0.6147,-0.0943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
90,89,72,535,470,470,0.190153406,315,0,0,0,0,0,0,-0.3027,-0.6201,0.01,-1.5021,-1.0524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
61,53,69,355,315,435,0.600057182,435,0,0,0,0,0,0,-0.2628,-1.3713,0.0914,0.1798,0.5024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
80.13,80.2,64.91,570,640,665,0.960603252,0,466,0,0,0,0,0,-1.7389,0.0459,-1.0659,1.5404,-0.2859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
75,70,68.6,554,625,575,0.600057182,435,0,0,0,0,0,0,0.0464,-0.1232,-0.0537,0.8848,0.5024,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
93.16,97.9,87.94,555,585,750,0.993917312,295,0,0,606,0,0,0,1.5644,0.2124,-0.2974,-2.5163,-0.8608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
85,86,70,605,595,525,0.649389715,355,356,0,0,0,0,0,0.8463,0.5454,0.3174,-1.8824,0.4805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
80.8,57.33,84.77,640,510,340,0.864685413,525,0,0,0,0,0,0,1.4208,-0.6201,0.01,-0.995,-0.0943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
73.4,67,63.2,515,475,625,0.824666401,0,400,0,0,0,260,0,1.2828,-0.5913,-0.9245,-0.9953,-1.0774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
80,71.17,61,465,440,310,0.413838256,385,0,0,0,0,0,0,0.51,1.2808,-0.9245,-0.9659,-0.2875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
62.5,60,72,465,540,465,0.112139438,335,228,0,0,0,0,0,-0.4463,-0.7866,-0.4511,-0.995,-1.0524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
78,82.8,79,395,495,440,0,395,0,0,0,0,0,0,0.2718,0.7119,0.7785,0.653,1.4386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
86.2,73.4,64.5,605,500,590,0.20739217,0,260,0,0,0,0,0,-0.7335,1.2114,1.0859,-1.3753,-0.2859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
61,65,68,535,525,455,0.744758354,535,0,438,0,0,0,0,-0.6491,0.1888,-0.4891,0.1798,-0.9194,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
89,83,81,345,505,595,0.974396113,615,0,0,0,0,0,0,1.2828,0.0328,0.2366,-1.7004,-0.4455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
80.6,84,71,585,610,525,0.684565068,335,0,0,0,452,0,0,-0.3027,-1.6191,-0.6048,0.0192,-1.6273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
86.34,83.7,72.19,525,435,620,0.486747008,445,0,376,0,0,0,0,0.99,1.0449,1.8543,0.0192,0.0973,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
86.9,91.7,67,485,505,595,0.377551419,375,0,0,0,0,0,0,0.9737,0.1888,-1.0697,-1.4653,-0.2875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
91.8,85,74.7,554,465,525,0.376059587,0,300,0,0,0,0,0,-1.4992,-0.7473,-1.5051,0.2973,0.4234,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
88.1,88.1,62.57,560,510,520,0.423951396,385,0,0,0,388,0,0,1.1336,1.3779,0.01,-2.2627,-0.0943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
84.4,75.6,79,535,610,735,0.960603252,0,466,0,0,0,0,0,1.2772,0.3789,-0.1437,0.2727,-0.0943,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
79,69.6,72,475,515,545,0.600057182,435,0,0,0,0,0,0,-0.5719,-0.5913,-1.5051,-1.4653,-1.5513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
97,95.08,89,440,395,545,0.493596387,355,324,0,0,0,0,0,1.4208,0.7119,-0.7585,-1.6289,-0.8608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
72,72,68,405,445,235,0,255,0,0,0,0,0,0,-0.4463,-0.9531,-0.2974,0.3995,-0.6692,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
89.1,96.2,85.57,665,625,674,0.960603252,445,466,0,0,0,500,0,0.7419,0.8128,-0.4891,0.2679,-0.4455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
76,74,79,590,450,400,0.356536488,525,0,346,0,0,0,0,1.5644,1.2114,1.8543,0.9066,0.6721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
77.6,77.4,72,630,520,355,0.842248322,645,0,469,0,0,0,0,-1.1644,-1.1196,-0.9122,-0.1076,-0.6692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
78.6,79,74,675,565,405,0.868736585,335,0,376,0,0,420,0,0.8463,1.0449,0.7785,-2.643,0.2889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
62.93,66,59.9,455,555,615,0.670743151,455,266,0,0,0,0,0,-0.881,0.0328,0.9623,-0.1727,-0.4455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
81.9,89.3,87.5,445,525,375,0.538386893,355,333,0,0,0,0,0,0.6646,0.2668,-0.7068,0.53233,0.0284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
86.33,86.33,66.93,370,400,485,0.377551419,375,0,0,0,0,0,0,0.2009,0.8128,0.672,1.7074,0.5419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
76,64,67,555,450,470,0.486747008,465,0,376,0,0,0,0,-1.1644,1.2114,0.4711,-0.1076,-0.6692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
67,62,71,520,305,355,0.04099931,365,0,223,0,0,0,0,-1.308,-0.2871,-0.2974,0.3995,-1.8189,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
70,61,70,315,355,375,0.3423149,365,0,0,0,0,0,0,-0.1082,-1.0593,-0.1988,1.2374,-0.6035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
76.96,70,70,350,240,210,0.112139438,315,228,0,0,0,0,0,0.99,-0.9531,1.0859,0.5262,-0.0943,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
90.83,92.5,82,640,665,630,0.875503907,345,0,0,0,516,0,0,-1.4517,-2.4516,-1.0659,-0.2344,-0.2859,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
85.46,82.5,62,495,505,625,0.983749967,635,0,0,0,0,0,0,0.3555,-0.9033,-0.1988,-0.5253,0.3444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
